user_id,ISBN,rating
277195,0060391626,10
277195,0330332775,10
277195,055326611X,10
277195,0553347756,10
277195,0553379615,10
277195,0670869902,10
277195,0671021001,10
277195,0671647458,10
277195,1573221856,10
277205,0671664964,7
277228,0061044636,6
277235,014029628X,6
277235,0375703861,10
277237,038550926X,7
277253,0380807343,9
277261,0440241073,7
277272,0375708049,7
277272,9726101794,4
277314,0446360716,6
277315,0060173289,8
277315,0060976845,5
277317,1561840564,9
277341,084230052X,9
277363,0060393823,1
277363,0156027321,8
277367,0312276885,10
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277397,0399140751,8
277427,002542730X,10
277427,0060006641,10
277427,0060542128,7
277427,0061009059,9
277427,0152050167,10
277427,0316776963,8
277427,0345413903,10
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,038081904X,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0399149562,7
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446600415,10
277427,0446608890,10
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0671014420,5
277427,0671528904,8
277427,0671740504,8
277427,0671876821,8
277427,0679417648,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0786866845,10
277427,0802425488,9
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812531353,8
277427,0836210263,10
277427,0836213076,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,0887621112,6
277427,0890876517,10
277427,0898157803,10
277427,1400060265,10
277427,1565075722,10
277427,1572304510,10
277427,8251800811,7
277436,0590629786,10
277436,0590629816,10
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0671027360,7
277466,0380718340,7
277466,0440226414,7
277466,0553292722,8
277466,0553571885,8
277470,0330312367,5
277471,3596200261,10
277473,0785264280,8
277474,014038572X,5
277478,0312113420,7
277478,0312979533,7
277478,0345330129,8
277478,0440213320,7
277478,0752853694,10
277478,1558745718,8
277508,0446609781,8
277509,1400030382,9
277509,2221090810,10
277519,0895261901,10
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385336357,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,1558744150,10
277535,0316601950,9
277535,034543739X,7
277547,3404149114,3
277554,0345392825,9
277554,0345435168,3
277554,0452268060,5
277554,0553211803,7
277556,0345318587,10
277562,0140043519,9
277562,0140274286,6
277563,0312971400,6
277563,0312986769,7
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277588,8401463017,8
277588,8408039369,6
277619,0618002219,8
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1588720756,6
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671795740,9
277633,0553245694,7
277639,0345335058,6
277639,034539657X,8
277639,0380731851,6
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0440430712,7
277639,0446794031,8
277639,0451085108,9
277639,0451162145,8
277639,0553297260,8
277639,0553579754,7
277639,0812543262,8
277641,0375406328,7
277641,0452277337,8
277646,0451210980,9
277648,0679745580,8
277651,0743225406,8
277660,2253006629,8
277665,3453007867,9
277691,0446607657,9
277710,0061015725,4
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210875,8
277710,0553582763,6
277711,0449911160,6
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,3499100045,10
277714,089296751X,10
277737,0440217520,8
277740,185326086X,10
277752,0316666343,7
277752,0679734775,8
277756,0385484518,7
277759,0553211404,7
277764,0399501487,9
277765,0553272535,8
277776,0345339681,7
277778,0061097314,8
277782,0425173739,7
277783,0380778556,8
277788,0440407524,8
277795,0064406601,5
277797,0440228441,8
277798,0385484518,8
277801,0380750260,7
277802,0553210793,6
277803,0142001740,8
277808,0553272535,9
277817,0425173755,10
277823,0140345353,8
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277835,014032724X,10
277844,0140345353,8
277879,0671759361,8
277884,0380789019,7
277898,1558744606,8
277901,0064440044,10
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277901,0894716174,9
277903,0440226430,8
277911,0399138250,10
277913,0452284937,4
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277928,0375410287,8
277928,0385301499,8
277928,0449908186,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277929,0451198948,8
277929,0553561537,9
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277938,0446672211,9
277938,0743437802,9
277954,0375507876,9
277958,0142001740,9
277959,0156027321,8
277959,0446529788,6
277959,0688179088,8
277959,0767905385,6
277969,0446527785,8
277975,0440216818,9
277989,1558745157,6
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278024,0375757597,1
278026,0060572965,9
278026,0061009059,8
278026,0061031410,8
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0399142649,8
278026,0446527041,8
278026,0446531588,5
278026,0446610607,7
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515130389,8
278026,0515135968,8
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,0743206045,7
278026,0786889667,5
278026,1551667517,7
278026,1551669625,6
278064,0725107251,8
278075,044900371X,7
278075,0452282152,8
278079,0385486804,8
278079,0440236053,5
278085,0374270325,7
278095,0553210416,7
278100,0425144062,8
278100,0451160916,8
278107,0446605239,8
278110,0671870998,8
278112,0385472951,8
278112,0440236665,7
278112,0515118230,6
278119,044661162X,9
278137,0060002492,7
278137,0061057894,9
278137,0140067647,9
278137,0345337662,7
278137,0373115431,8
278137,0380600129,8
278137,0380708655,6
278137,0425065553,8
278137,0440940001,8
278137,0446606812,7
278137,0449209830,8
278137,0515094978,8
278137,0553287532,9
278137,0670894508,4
278137,0671434225,8
278137,0671525808,9
278137,0671745093,7
278137,0804106304,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278176,0971880107,9
278185,0060198346,7
278185,0142000205,4
278185,0671038230,5
278188,0156005891,8
278188,0373218192,7
278188,0373244487,6
278188,0373272898,6
278188,0373441762,4
278188,0373441851,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0671644459,7
278188,0671644475,5
278188,0743410181,6
278188,0778320065,8
278188,0778320286,8
278188,080410946X,8
278188,1551661586,6
278188,1551665344,7
278188,1551666960,8
278200,0553268937,7
278218,0060977493,7
278218,0140039589,7
278218,0349101779,10
278221,0440216745,7
278221,0446613436,7
278221,0553582755,9
278221,0671027123,8
278221,0743460529,8
278221,0804106304,9
278221,0840776381,8
278221,1556611188,9
278221,1556611536,9
278221,1556612257,10
278238,039480029X,10
278243,0156027321,8
278243,0156711427,8
278243,0375725784,7
278243,0671510053,8
278245,3423205903,9
278251,044020562X,7
278254,0671027360,8
278255,0440241162,8
278257,0060974788,8
278257,0449912302,5
278257,0451153553,8
278257,0451170385,9
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278264,8466303316,8
278279,0590553232,8
278279,1567184693,5
278325,0440214041,7
278345,0061099813,7
278350,0312195516,9
278355,1577780728,9
278356,006091646X,9
278356,0140167153,8
278356,0312265859,7
278356,0312965338,8
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0671016768,8
278356,0786868414,9
278356,0884270610,9
278361,0671868691,7
278388,0786886323,8
278390,0375409440,8
278390,0380730847,7
278390,0385313667,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,0688152449,7
278390,080410753X,9
278401,3426600218,9
278411,0446610542,8
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278435,3453146972,9
278446,0743418190,6
278461,0843949090,10
278465,0440217466,10
278469,0316569321,7
278469,0446679593,6
278469,0743237188,7
278492,0316158720,7
278525,0394820371,10
278525,0446518581,8
278540,0060937742,1
278543,0446605239,5
278543,0553096834,7
278550,0345339703,10
278551,0425129586,6
278551,044041833X,7
278551,0590660543,5
278552,0553573616,9
278552,0671021001,7
278552,0671510053,8
278552,0679768203,4
278552,0684829746,10
278554,0060096195,9
278554,0140292683,8
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0345423097,10
278554,0385730586,9
278554,0752837613,9
278554,1853260282,7
278571,8420646032,6
278586,0440224624,3
278586,0446606812,5
278586,0553575090,8
278586,0786889187,7
278653,0446606812,6
278668,8408022938,5
278672,0679731148,7
278683,0446364495,1
278694,0425182215,7
278694,0451410017,8
278694,0515132039,6
278694,074341022X,8
278694,0743437802,9
278720,359625180X,5
278723,0446607657,4
278724,0679735909,8
278755,0385492081,1
278778,3442421357,8
278798,0316284955,7
278798,0786868015,7
278800,0312995423,9
278807,0449223612,10
278818,0743400526,9
278824,0671014188,6
278832,155874262X,10
278832,1558745718,10
278832,1558747109,10
278836,0312983867,8
278843,0060173289,9
278843,0060517794,7
278843,014028009X,8
278843,0142000205,9
278843,0385260075,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0679412956,8
278843,0767902890,9
278843,0786881852,8
278844,0345387651,6
278846,0060809833,8
278849,0380698439,9
278851,0439050006,5
278851,0440486599,5
278851,0894803700,5
278851,1558531025,8
42,0553582747,7
44,0440223571,8
51,0440225701,9
56,0671623249,7
75,1558531025,5
78,0394895894,8
85,0340767936,5
92,8445071408,7
92,8445071769,8
92,8445071777,10
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0446677450,10
99,0451166892,3
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
125,0679429220,10
129,0316735736,7
165,0060976845,9
165,0061099325,4
165,0446612545,5
178,0451410319,6
185,0380778556,10
202,0140252800,6
212,0060801263,8
228,0385337639,7
228,039575514X,9
232,0486284735,8
242,0553278223,10
242,3257208626,8
242,3257233051,9
242,3492045642,8
242,3596292646,7
254,0060934700,9
254,0060976977,7
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0373226063,6
254,0373226144,5
254,0373834489,9
254,037582345X,9
254,0380730448,8
254,0380789035,10
254,0380817845,8
254,0380973634,10
254,0380973650,9
254,0380977281,8
254,038097827X,8
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679879242,8
254,1563895730,9
254,156971620X,9
254,1931081727,9
272,0060977477,7
332,0380730138,6
334,1573228737,8
337,9681500555,9
339,0452283914,8
361,8433914545,8
367,0449005615,9
372,3596214629,8
387,0451527747,10
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,1573225126,5
388,1878424319,7
408,0312283784,8
408,0553582682,9
413,0553210092,8
413,0553258524,7
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
431,0553285343,4
433,0842329129,5
440,0743424425,10
440,0786868015,7
444,0385337132,7
444,0440235057,7
486,0060976845,8
486,0451202341,8
486,0743418190,7
493,0385472951,8
496,0425182878,8
496,055356451X,8
499,0743412621,10
503,0140179836,10
503,0345348656,8
503,0385496095,10
503,0439099404,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,042517736X,7
505,0671868713,8
505,0805056491,9
508,0385335679,6
508,0440122090,7
512,0671525832,5
523,0060930187,8
538,0821775863,8
565,0061042943,8
595,0060083298,9
595,0140293248,9
595,0446610399,9
595,0446672211,10
596,0743213831,8
620,0449245691,7
625,2253007102,10
625,2266084372,8
626,3492207006,10
638,0060191929,9
638,0140107649,10
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0385420161,9
638,0385470819,9
638,0385504209,10
638,0385505833,10
638,0394574745,8
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679442790,10
638,0679732241,9
638,0679746048,7
638,0684874318,10
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,1558747028,10
638,1558747346,8
638,1570717257,9
643,0061092606,8
643,0140366660,9
643,0140622063,8
643,0671894455,7
643,0743222229,8
643,0752804510,8
643,1853260002,2
643,2253001457,8
643,2253043974,8
643,2253049417,9
643,2253063339,10
643,2253140872,8
651,0060934719,8
651,0345370740,7
651,0345403339,7
651,0425142485,6
651,0451456548,7
651,0679801146,4
651,0786886463,7
651,0786889160,7
651,156341029X,8
651,1563899388,6
677,0345418778,8
683,0517201658,8
685,0743211383,10
709,0064405052,9
709,015216250X,10
709,0152162577,10
709,0316666343,3
709,0345391802,7
709,0440219078,10
709,0590897985,9
712,3404118960,5
713,0753804700,10
726,0380820447,10
726,0451454243,10
735,038533334X,4
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0451185277,8
735,0515134368,9
741,0373037449,10
741,0590514776,6
744,042512892X,8
744,0425137945,8
746,0375821813,8
746,0394820371,8
746,0812516826,5
757,034538184X,8
771,0345347536,10
774,055321313X,8
776,0060529709,7
776,0140274154,9
776,0375704027,8
776,0876850867,8
786,0553584510,6
786,0553586122,3
805,0060256672,10
805,0060928336,7
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140253602,4
805,0156027321,9
805,0316777730,7
805,0375501851,8
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0671003755,8
805,0679732764,10
805,0684844729,8
805,0877733759,10
824,0679734775,5
828,0345409469,10
834,0141001771,5
834,0373250177,2
834,0449005569,3
834,0671027344,7
834,0786884622,3
834,1558747346,5
843,006019491X,8
843,0066211611,8
843,0684819066,8
843,0786927089,8
850,0671578103,6
853,0140042520,8
853,0345358791,5
853,0345375211,9
882,0020418809,10
882,0064401847,10
882,0064402967,5
882,0345334930,8
882,0373218400,5
882,0373484224,7
882,0380018179,10
882,0385504209,10
882,0394557433,10
882,0425179672,10
882,0440235162,10
882,051509465X,9
882,0515134368,6
882,0515135062,6
882,0517556278,8
882,0553205587,9
882,0553250426,10
882,0553272586,5
882,0553280589,10
882,0553572997,10
882,0618260307,10
882,067101420X,4
882,0671641778,10
882,0679429220,9
882,067976402X,10
882,0743457943,5
883,0140266771,7
896,0140620338,8
899,0971880107,2
899,3257061269,9
899,3453088433,4
900,0060928336,9
900,0449212084,5
900,0553572490,6
901,000649840X,9
901,0099771519,9
901,0140431268,8
901,0785268480,10
902,067102535X,8
903,0876855575,9
913,0140272658,8
915,0156027321,10
938,0385335482,9
965,0805063889,9
969,068986020X,8
999,0441003257,7
1009,0399149759,8
1009,0451181468,9
1009,0671028375,10
1025,0060562080,8
1025,0060928336,5
1025,0142000663,10
1025,0330306839,8
1025,0380012863,8
1025,0394404289,9
1025,0552996009,9
1025,0552998001,9
1025,0552999504,8
1025,068484267X,9
1025,0743225082,8
1031,0345458915,7
1031,0671027360,7
1038,0140317937,5
1048,0553256696,9
1054,1400034779,8
1057,038533303X,6
1060,0786885688,8
1063,0345387007,5
1063,0671880187,5
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,1400034779,5
1082,1558744606,10
1113,0385324057,9
1116,0061030651,8
1116,006109594X,7
1116,0425185710,6
1116,0553575619,5
1129,0064407667,4
1129,014025448X,7
1129,0385472951,6
1129,0385493800,6
1129,0553377876,3
1129,1400062888,3
1129,1558612815,9
1133,0446611239,8
1140,0671880187,10
1150,0486280616,10
1155,006101253X,7
1155,0373250223,8
1155,0380814021,6
1155,0380817683,10
1155,0451409256,9
1155,0671000381,7
1155,0671032658,9
1155,0671689231,7
1155,0743405978,8
1164,0380012774,10
1166,225313922X,9
1167,0060929596,10
1167,038533656X,5
1167,0440217520,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1167,0802135196,9
1169,0375707425,6
1180,0812565959,10
1184,0425163385,7
1184,0553585118,3
1211,0099771519,9
1211,0385504209,9
1211,0752853694,8
1211,2070360024,8
1211,2070360423,7
1211,2070364283,7
1211,2070375161,7
1211,2070415686,8
1211,2207252000,8
1211,2253004898,8
1211,2253005274,8
1211,2266022504,8
1211,226612269X,7
1214,0380600129,8
1219,082176828X,6
1234,8420725927,9
1250,0385721358,8
1254,0894805770,10
1254,089480829X,10
1259,0062502174,7
1261,0316776963,8
1261,0345438329,6
1261,0452282152,7
1261,0688177751,8
1266,0618126988,10
1281,0345446860,7
1297,0060192119,8
1297,0679731148,7
1297,0836218256,7
1309,0316969680,7
1309,0425178765,10
1309,055357227X,10
1331,0141180633,9
1343,0552996009,9
1343,0590660543,10
1359,0399501487,7
1368,0060514949,7
1368,0066210151,7
1368,0375411992,5
1368,0425188361,7
1372,3423620196,10
1377,0440224764,8
1389,0553572997,9
1396,0380727501,10
1399,0312423799,9
1399,037542217X,9
1409,0061093106,8
1409,0373218192,8
1409,042517736X,9
1409,0515120006,6
1409,0515127396,5
1410,0684868911,9
1412,0156027321,9
1412,0345416260,9
1412,0345433084,6
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1427,0062502182,10
1433,0743418174,3
1435,0060915544,10
1435,0060977477,5
1435,0345378490,5
1435,0345387651,5
1435,0345410998,10
1435,0375505547,7
1435,0380728249,10
1435,0399133143,5
1435,0446611239,10
1435,0446672211,8
1435,0451183665,7
1435,0451208765,4
1435,0517149257,10
1435,0517573822,10
1435,0671024248,4
1435,0679751343,8
1435,068484267X,8
1435,0684848783,5
1435,0684855631,9
1435,080410753X,10
1435,0971880107,5
1435,155874262X,10
1435,1573221775,4
1442,2253004243,10
1448,0679459626,6
1485,0440512158,10
1486,0971880107,5
1489,0385492081,8
1491,0451524829,7
1511,0345391802,9
1511,0425130215,7
1513,0671510053,8
1515,0671027344,9
1519,0671028375,8
1530,044023722X,8
1535,067976402X,10
1548,0060394447,1
1548,0312243022,8
1548,034540288X,5
1548,0345425707,8
1548,0345434692,7
1548,0425167313,8
1548,0451821971,7
1548,0452282152,8
1548,0553131893,8
1548,0553234609,9
1548,0553258540,9
1548,0765342294,8
1554,0440237688,9
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1558,0609610597,10
1570,0156787334,10
1585,0316182540,7
1585,0316919896,7
1585,0345413903,7
1585,0446604658,6
1585,0446611611,6
1585,0449212602,8
1585,0451178033,6
1585,0553282476,7
1585,0553299506,7
1585,0684867621,4
1586,0590634275,7
1591,3257228007,10
1596,0060002492,5
1596,0385511612,6
1596,0679426159,6
1597,0316569321,7
1597,0671020315,5
1597,067169071X,7
1597,0679732241,4
1608,0449212602,10
1608,0515090174,8
1608,0515095826,8
1608,0515111279,8
1617,0385475713,7
1617,0553268449,8
1641,0553375407,7
1674,0060187271,10
1674,0060975547,9
1674,0345382544,9
1674,0345384466,7
1674,0345416880,7
1674,0375725784,10
1674,0385483503,10
1674,038548951X,10
1674,0385497288,10
1674,0393312801,10
1674,0449912558,5
1674,0553380958,10
1674,0618129030,8
1674,0679725164,6
1674,0812505166,10
1688,0515122491,5
1688,051512902X,5
1688,0515131091,6
1696,8484502112,8
1706,0345392825,5
1706,0451524934,10
1706,0679721819,8
1718,0743418174,8
1721,0449225151,9
1725,0765342405,9
1725,844062719X,10
1725,844507119X,10
1725,8466307982,7
1730,0767905180,8
1733,0061042005,9
1733,0061095869,8
1733,0312983824,5
1733,0316089699,5
1733,0345447840,10
1733,0373168438,9
1733,0373196636,4
1733,0373218400,9
1733,0373240228,10
1733,0373242328,6
1733,0373708351,10
1733,0380775840,9
1733,0425181111,7
1733,0440168724,9
1733,0446357405,7
1733,0446364762,5
1733,0446527130,7
1733,0446603082,8
1733,0451205650,5
1733,0505524333,10
1733,0515118230,8
1733,051513287X,9
1733,0517077744,8
1733,0553107232,7
1733,0553285947,7
1733,0553562746,7
1733,0553574078,8
1733,0553584898,9
1733,059035342X,10
1733,0671007696,9
1733,0743412621,8
1733,0971880107,1
1733,1551664348,7
1733,1551665794,7
1733,1551669404,6
1759,067164257X,8
1768,0440226430,10
1773,0804106304,9
1775,0140348107,8
1790,0060506679,4
1790,0375701427,8
1790,044022165X,5
1790,0553135457,6
1790,0671793489,8
1803,0385504209,9
1812,0312979479,9
1812,0375727566,8
1812,0671708635,7
1830,0553377884,6
1830,0553572997,7
1846,2070419878,10
1848,0061030651,5
1848,0156027321,10
1848,0312852487,10
1848,0345342968,10
1848,0345348109,9
1848,0345378482,8
1848,0345417623,8
1848,0345443683,9
1848,0375705090,9
1848,0451169530,5
1848,0684818868,10
1848,0762406984,10
1848,0786868716,10
1848,0812511816,10
1848,0812513738,8
1848,0812550706,8
1863,3442424623,8
1869,0425122123,8
1892,0767902521,9
1898,0060922532,8
1898,0060951710,9
1898,0385484518,8
1898,0786864133,8
1918,1841492086,8
1928,0316666343,10
1928,0394830148,9
1937,0060175532,7
1945,0671023373,10
1951,0749930721,7
1989,0684862719,9
1996,0140272658,8
1996,0552998338,7
2018,0446516538,5
2019,0440211727,5
2019,0440214041,5
2030,0060191988,10
2030,0062502174,10
2030,0062507567,10
2030,0062509594,10
2030,006251279X,10
2030,0062513346,10
2030,0140298479,10
2030,0345453549,8
2030,0385315287,10
2030,0394404289,10
2030,0425133656,10
2030,0440108268,10
2030,0440204321,10
2030,044020562X,10
2030,0525945040,10
2030,067084487X,10
2030,0671777351,10
2030,1561706213,10
2030,1561707244,10
2030,1563054671,10
2030,1880032627,10
2033,0060248025,10
2033,0060256737,10
2033,0060950536,10
2033,0140386645,8
2033,0142000663,10
2033,0316779059,10
2033,0345337662,5
2033,0345340426,10
2033,0375815260,10
2033,0380775123,10
2033,0399523308,6
2033,0439064864,9
2033,0439136350,9
2033,0439139597,9
2033,043935806X,9
2033,0451456718,10
2033,0451456734,10
2033,0451458028,10
2033,0451458508,10
2033,0451458990,10
2033,0452279089,10
2033,051513628X,6
2033,0553379534,10
2033,0553573136,8
2033,0590353403,9
2033,0671524313,6
2033,0671676253,10
2033,0688117619,7
2033,0688149790,8
2033,0698119509,7
2033,0764550039,7
2033,0765342987,10
2033,0765345048,10
2033,0786880007,8
2033,0812500865,7
2033,0812532554,10
2033,0812532597,8
2033,0812532619,8
2033,0812532635,8
2033,0812532961,8
2033,0812532988,8
2033,0812533313,10
2033,0812533550,10
2033,0812575717,10
2033,0836204387,10
2033,0836218256,9
2033,0836218787,10
2033,0836220889,10
2033,0836221362,10
2033,0886773776,10
2033,0886773784,10
2033,0886774004,10
2033,0886774012,9
2033,0886774144,10
2033,0886774543,10
2033,0886774632,10
2033,0886775035,10
2033,0886775167,8
2033,0886775639,8
2033,0886775876,10
2033,0886776120,8
2033,0886776619,9
2033,0886777208,10
2033,0886777739,10
2033,0894716174,9
2033,0920668372,10
